"","est_val","errors"
"eg",2.21149238113225,0.000506734710485944
"en",0.045973845531394,9.35308719953738e-06
"ec",2.30344007219504,0.00050707986330747
"alpha1",45.9747564177521,0.0994833655244885
"alpha2",40181.5554797733,225.488322899871
