"","est_val","errors"
"eg",2.13061374749552,0.000429396655808716
"en",0.0532233941290473,1.0803836004003e-05
"ec",2.23706053575361,0.000429939971983665
"alpha1",72.2236054029541,0.102842364724085
"alpha2",47098.0583908594,234.748823886947
