"","est_val","errors"
"eg",2.24240169158391,0.000463762160937117
"en",0.0465765254874419,8.6891770397227e-06
"ec",2.3355547425588,0.000464087652397233
"alpha1",48.3732120471031,0.0784907185699435
"alpha2",41190.7521858975,214.045443682955
