"","est_val","errors"
"eg",2.07374261850302,0.000568261850230975
"en",0.0603678874310112,1.74975924270363e-05
"ec",2.19447839336504,0.000569338382151513
"alpha1",91.5957435011221,0.0808686107442162
"alpha2",46429.3184631104,300.200651086792
