"","est_val","errors"
"eg",1.96912217668602,0.000844427008746946
"en",0.0535909972083921,2.07356888904339e-05
"ec",2.0763041711028,0.00084544476358681
"alpha1",71.581066004751,0.113863876952266
"alpha2",46040.8632051935,445.820908242286
