"","est_val","errors"
"eg",2.02405533276329,0.000456192590400512
"en",0.0669299645822157,1.75787537898907e-05
"ec",2.15791526192772,0.000457545330951537
"alpha1",118.351915953242,0.133989102391871
"alpha2",48804.8604211462,254.368366085582
